word,ipa,parameter,description,alternative,comment,translation,glottocode,source
"avau, au",,1sg_a,,,,,futu1245,Dougherty1983
"avau, au",,1sg_s,,,,,futu1245,Dougherty1983
"avau, au",,1sg_o,,,,,futu1245,Dougherty1983
-ku,,1sg_p,,,,,futu1245,Dougherty1983
akitaua,,12du_a,,,,,futu1245,Dougherty1983
akitaua,,12du_s,,,,,futu1245,Dougherty1983
akitaua,,12du_o,,,,,futu1245,Dougherty1983
-taua,,12du_p,,,,,futu1245,Dougherty1983
akimaua,,1du_a,,,,,futu1245,Dougherty1983
akimaua,,1du_s,,,,,futu1245,Dougherty1983
akimaua,,1du_o,,,,,futu1245,Dougherty1983
-maua,,1du_p,,,,,futu1245,Dougherty1983
akitea,,12pl_a,,,,,futu1245,Dougherty1983
akitea,,12pl_s,,,,,futu1245,Dougherty1983
akitea,,12pl_o,,,,,futu1245,Dougherty1983
-tea,,12pl_p,,,,,futu1245,Dougherty1983
akimea,,1pl_a,,,,,futu1245,Dougherty1983
akimea,,1pl_s,,,,,futu1245,Dougherty1983
akimea,,1pl_o,,,,,futu1245,Dougherty1983
-mea,,1pl_p,,,,,futu1245,Dougherty1983
akoe,,2sg_a,,,,,futu1245,Dougherty1983
akoe,,2sg_s,,,,,futu1245,Dougherty1983
akoe,,2sg_o,,,,,futu1245,Dougherty1983
-u,,2sg_p,,,,,futu1245,Dougherty1983
akorua,,2du_a,,,,,futu1245,Dougherty1983
akorua,,2du_s,,,,,futu1245,Dougherty1983
akorua,,2du_o,,,,,futu1245,Dougherty1983
-rua,,2du_p,,,,,futu1245,Dougherty1983
akoa,,2pl_a,,,,,futu1245,Dougherty1983
akoa,,2pl_s,,,,,futu1245,Dougherty1983
akoa,,2pl_o,,,,,futu1245,Dougherty1983
-ua,,2pl_p,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_m_a,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_m_s,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_m_o,,,,,futu1245,Dougherty1983
"-na, -no",,3sg_m_p,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_f_a,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_f_s,,,,,futu1245,Dougherty1983
"aia, eia",,3sg_f_o,,,,,futu1245,Dougherty1983
"-na, -no",,3sg_f_p,,,,,futu1245,Dougherty1983
akiraua,,3d-a,,,,,futu1245,Dougherty1983
akiraua,,3d-s,,,,,futu1245,Dougherty1983
akiraua,,3d-o,,,,,futu1245,Dougherty1983
-raua,,3d-p,,,,,futu1245,Dougherty1983
akirea,,3p-a,,,,,futu1245,Dougherty1983
akirea,,3p-s,,,,,futu1245,Dougherty1983
akirea,,3p-o,,,,,futu1245,Dougherty1983
-rea,,3p-p,,,,,futu1245,Dougherty1983
#,,3du_f_a,,,,,futu1245,
#,,3du_f_s,,,,,futu1245,
#,,3du_f_o,,,,,futu1245,
#,,3du_f_p,,,,,futu1245,
#,,3du_m_a,,,,,futu1245,
#,,3du_m_s,,,,,futu1245,
#,,3du_m_o,,,,,futu1245,
#,,3du_m_p,,,,,futu1245,
#,,3du_n_a,,,,,futu1245,
#,,3du_n_s,,,,,futu1245,
#,,3du_n_o,,,,,futu1245,
#,,3du_n_p,,,,,futu1245,
#,,3pl_f_a,,,,,futu1245,
#,,3pl_f_s,,,,,futu1245,
#,,3pl_f_o,,,,,futu1245,
#,,3pl_f_p,,,,,futu1245,
#,,3pl_m_a,,,,,futu1245,
#,,3pl_m_s,,,,,futu1245,
#,,3pl_m_o,,,,,futu1245,
#,,3pl_m_p,,,,,futu1245,
#,,3pl_n_a,,,,,futu1245,
#,,3pl_n_s,,,,,futu1245,
#,,3pl_n_o,,,,,futu1245,
#,,3pl_n_p,,,,,futu1245,
#,,3sg_n_a,,,,,futu1245,
#,,3sg_n_s,,,,,futu1245,
#,,3sg_n_o,,,,,futu1245,
#,,3sg_n_p,,,,,futu1245,
akimatou,,1tr_a,,,,,futu1245,Dougherty1983
akimatou,,1tr_s,,,,,futu1245,Dougherty1983
akimatou,,1tr_o,,,,,futu1245,Dougherty1983
-matou,,1tr_p,,,,,futu1245,Dougherty1983
akitatou,,12tr_a,,,,,futu1245,Dougherty1983
akitatou,,12tr_s,,,,,futu1245,Dougherty1983
akitatou,,12tr_o,,,,,futu1245,Dougherty1983
-tatou,,12tr_p,,,,,futu1245,Dougherty1983
akoutou,,2tr_a,,,,,futu1245,Dougherty1983
akoutou,,2tr_s,,,,,futu1245,Dougherty1983
akoutou,,2tr_o,,,,,futu1245,Dougherty1983
-utou,,2tr_p,,,,,futu1245,Dougherty1983
akiratou,,3tr_a,,,,,futu1245,Dougherty1983
akiratou,,3tr_s,,,,,futu1245,Dougherty1983
akiratou,,3tr_o,,,,,futu1245,Dougherty1983
-ratou,,3tr_p,,,,,futu1245,Dougherty1983
