word,ipa,parameter,description,alternative,comment,translation,glottocode,source
ja,,1sg_a,,,"The possessive forms are circumfixes. To indicate inalienable possession they attach to the possessed. To indicate alienable possession they attach to possessive particle ""ni"".",,buli1256,Maan1951
ja,,1sg_s,,,,,buli1256,Maan1951
ja,,1sg_o,,,,,buli1256,Maan1951
ja- -k,,1sg_p,,,,,buli1256,Maan1951
ite,,12du_a,,,,,buli1256,Maan1951
ite,,12du_s,,,,,buli1256,Maan1951
it,,12du_o,,,,,buli1256,Maan1951
ite- -meu,,12du_p,,,,,buli1256,Maan1951
ame(k),,1du_a,,,,,buli1256,Maan1951
ame(k),,1du_s,,,,,buli1256,Maan1951
am,,1du_o,,,,,buli1256,Maan1951
ame- -ri,,1du_p,,,,,buli1256,Maan1951
ite,,12pl_a,,,,,buli1256,Maan1951
ite,,12pl_s,,,,,buli1256,Maan1951
it,,12pl_o,,,,,buli1256,Maan1951
ite- -meu,,12pl_p,,,,,buli1256,Maan1951
ame(k),,1pl_a,,,,,buli1256,Maan1951
ame(k),,1pl_s,,,,,buli1256,Maan1951
am,,1pl_o,,,,,buli1256,Maan1951
ame- -ri,,1pl_p,,,,,buli1256,Maan1951
"awe, au",,2sg_a,,,,,buli1256,Maan1951
"awe, au",,2sg_s,,,,,buli1256,Maan1951
 au,,2sg_o,,,,,buli1256,Maan1951
a- -m,,2sg_p,,,,,buli1256,Maan1951
meu,,2du_a,,,,,buli1256,Maan1951
meu,,2du_s,,,,,buli1256,Maan1951
meu,,2du_o,,,,,buli1256,Maan1951
meu- -r,,2du_p,,,,,buli1256,Maan1951
meu,,2pl_a,,,,,buli1256,Maan1951
meu,,2pl_s,,,,,buli1256,Maan1951
meu,,2pl_o,,,,,buli1256,Maan1951
meu- -r,,2pl_p,,,,,buli1256,Maan1951
i,,3sg_m_a,,,,,buli1256,Maan1951
i,,3sg_m_s,,,,,buli1256,Maan1951
i,,3sg_m_o,,,,,buli1256,Maan1951
i- -o,,3sg_m_p,,,,,buli1256,Maan1951
i,,3sg_f_a,,,,,buli1256,Maan1951
i,,3sg_f_s,,,,,buli1256,Maan1951
i,,3sg_f_o,,,,,buli1256,Maan1951
i- -o,,3sg_f_p,,,,,buli1256,Maan1951
"si, sile, sil",,3d-a,,,,,buli1256,Maan1951
"si, sile, sil",,3d-s,,,,,buli1256,Maan1951
"si, sili",,3d-o,,,,,buli1256,Maan1951
"si- -mam, sile- -mam",,3d-p,,,,,buli1256,Maan1951
"si, sile, sil",,3p-a,,,,,buli1256,Maan1951
"si, sile, sil",,3p-s,,,,,buli1256,Maan1951
"si, sili",,3p-o,,,,,buli1256,Maan1951
"si- -mam, sile- -mam",,3p-p,,,,,buli1256,Maan1951
