word,ipa,parameter,description,alternative,comment,translation,glottocode,source
"kaw, ko(h)",,1sg_a,,,named Belait in the priority spreadhseet,,bela1260,Clynes2005
"kaw, ko(h)",,1sg_s,,,,,bela1260,Clynes2005
sakay',,1sg_o,,,,,bela1260,Clynes2005
"kaw, ko(h)",,1sg_p,,,,,bela1260,Clynes2005
beh-debbeh,,12du_a,,,,,bela1260,Clynes2005
beh-debbeh,,12du_s,,,,,bela1260,Clynes2005
beh-debbeh,,12du_o,,,,,bela1260,Clynes2005
beh-debbeh,,12du_p,,,,,bela1260,Clynes2005
beh-debbeh,,1du_a,,,,,bela1260,Clynes2005
beh-debbeh,,1du_s,,,,,bela1260,Clynes2005
beh-debbeh,,1du_o,,,,,bela1260,Clynes2005
beh-debbeh,,1du_p,,,,,bela1260,Clynes2005
kitah,,12pl_a,,,,,bela1260,Clynes2005
kitah,,12pl_s,,,,,bela1260,Clynes2005
nyakitah,,12pl_o,,,,,bela1260,Clynes2005
kitah,,12pl_p,,,,,bela1260,Clynes2005
kamay,,1pl_a,,,,,bela1260,Clynes2005
kamay,,1pl_s,,,,,bela1260,Clynes2005
sakamay,,1pl_o,,,,,bela1260,Clynes2005
kamay,,1pl_p,,,,,bela1260,Clynes2005
"naw, no(h)",,2sg_a,,,,,bela1260,Clynes2005
"naw, no(h)",,2sg_s,,,,,bela1260,Clynes2005
ciw',,2sg_o,,,,,bela1260,Clynes2005
"naw, no(h)",,2sg_p,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,2du_a,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,2du_s,,,,,bela1260,Clynes2005
sebbeh,,2du_o,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,2du_p,,,,,bela1260,Clynes2005
unyiw,,2pl_a,,,,,bela1260,Clynes2005
unyiw,,2pl_s,,,,,bela1260,Clynes2005
sunyiw,,2pl_o,,,,,bela1260,Clynes2005
unyiw,,2pl_p,,,,,bela1260,Clynes2005
nyeh,,3sg_m_a,,,,,bela1260,Clynes2005
nyeh,,3sg_m_s,,,,,bela1260,Clynes2005
tijjih,,3sg_m_o,,,,,bela1260,Clynes2005
nyeh,,3sg_m_p,,,,,bela1260,Clynes2005
"din, dih",,3sg_n_a,,,,,bela1260,Clynes2005
"din, dih",,3sg_n_o,,,,,bela1260,Clynes2005
tijjih,,3sg_n_s,,,,,bela1260,Clynes2005
"din, dih",,3sg_n_p,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,3d-a,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,3d-s,,,,,bela1260,Clynes2005
sebbeh,,3d-o,,,,,bela1260,Clynes2005
"beh, beh-debbeh",,3d-p,,,,,bela1260,Clynes2005
"liaw, lew",,3p-a,,,,,bela1260,Clynes2005
"liaw, lew",,3p-s,,,,,bela1260,Clynes2005
saliaw',,3p-o,,,,,bela1260,Clynes2005
"liaw, lew",,3p-p,,,,,bela1260,Clynes2005
