word,ipa,parameter,description,alternative,comment,translation,glottocode,source
gɔ/gɔ-i,,1sg_a,1st singular transitive subject,,,,ajie1238,Lichtenberk1978
gɔ/gɔ-i,,1sg_s,1st singular intransitive subject,,,,ajie1238,Lichtenberk1978
-ɲa,,1sg_o,1st singular transitive object,,,,ajie1238,Lichtenberk1978
-ɲa,,1sg_p,1st singular possessive,,,,ajie1238,Lichtenberk1978
gɔ-rru,,12du_a,1st dual inclusive transitive subject,,,,ajie1238,Lichtenberk1978
gɔ-rru,,12du_s,1st dual inclusive intransitive subject,,,,ajie1238,Lichtenberk1978
-rru,,12du_o,1st dual inclusive transitive object,,,,ajie1238,Lichtenberk1978
-rru,,12du_p,1st dual inclusive possessive,,,,ajie1238,Lichtenberk1978
gɔ-vu,,1du_a,1st dual exclusive transitive subject,,,,ajie1238,Lichtenberk1978
gɔ-vu,,1du_s,1st dual exclusive intransitive subject,,,,ajie1238,Lichtenberk1978
-vu,,1du_o,1st dual exclusive transitive object,,,,ajie1238,Lichtenberk1978
-vu,,1du_p,1st dual exclusive possessive,,,,ajie1238,Lichtenberk1978
gɛ-rre,,12pl_a,1st plural inclusive transitive subject,,,,ajie1238,Lichtenberk1978
gɛ-rre,,12pl_s,1st plural inclusive intransitive subject,,,,ajie1238,Lichtenberk1978
-rre,,12pl_o,1st plural inclusive transitive object,,,,ajie1238,Lichtenberk1978
-rre,,12pl_p,1st plural inclusive possessive,,,,ajie1238,Lichtenberk1978
gɛ-ve,,1pl_a,1st plural exclusive transitive subject,,,,ajie1238,Lichtenberk1978
gɛ-ve,,1pl_s,1st plural exclusive intransitive subject,,,,ajie1238,Lichtenberk1978
-ve,,1pl_o,1st plural exclusive transitive object,,,,ajie1238,Lichtenberk1978
-ve,,1pl_p,1st plural exclusive possessive,,,,ajie1238,Lichtenberk1978
gɛ/gɛ-i,,2sg_a,2nd singular transitive subject,,,,ajie1238,Lichtenberk1978
gɛ/gɛ-i,,2sg_s,2nd singular intransitive subject,,,,ajie1238,Lichtenberk1978
-i,,2sg_o,2nd singular transitive object,,,,ajie1238,Lichtenberk1978
-i,,2sg_p,2nd singular possessive,,,,ajie1238,Lichtenberk1978
gɔ-u,,2du_a,2nd dual transitive subject,,,,ajie1238,Lichtenberk1978
gɔ-u,,2du_s,2nd dual intransitive subject,,,,ajie1238,Lichtenberk1978
-u,,2du_o,2nd dual transitive object,,,,ajie1238,Lichtenberk1978
-u,,2du_p,2nd dual possessive,,,,ajie1238,Lichtenberk1978
gʌ-vʌ,,2pl_a,2nd plural transitive subject,,,,ajie1238,Lichtenberk1978
gʌ-vʌ,,2pl_s,2nd plural intransitive subject,,,,ajie1238,Lichtenberk1978
"-vʌ, -və",,2pl_o,2nd plural transitive object,,,,ajie1238,Lichtenberk1978
"-vʌ, -və",,2pl_p,2nd plural possessive,,,,ajie1238,Lichtenberk1978
na,,3sg_m_a,3rd singular gender1 transitive subject,,,,ajie1238,Lichtenberk1978
na,,3sg_m_s,3rd singular gender1 intransitive subject,,,,ajie1238,Lichtenberk1978
"-e, -ə, -ɛ",,3sg_m_o,3rd singular gender1 transitive object,,,,ajie1238,Lichtenberk1978
"-e, -ə, -ɛ",,3sg_m_p,3rd singular gender1 possessive,,,,ajie1238,Lichtenberk1978
na,,3sg_f_a,3rd singular gender2 transitive subject,,,,ajie1238,Lichtenberk1978
na,,3sg_f_s,3rd singular gender2 intransitive subject,,,,ajie1238,Lichtenberk1978
"-e, -ə, -ɛ",,3sg_f_o,3rd singular gender2 transitive object,,,,ajie1238,Lichtenberk1978
"-e, -ə, -ɛ",,3sg_f_p,3rd singular gender2 possessive,,,,ajie1238,Lichtenberk1978
cu-ru,,3d-a,3rd dual transitive subject,,,,ajie1238,Lichtenberk1978
cu-ru,,3d-s,3rd dual intransitive subject,,,,ajie1238,Lichtenberk1978
-ru,,3d-o,3rd dual transitive object,,,,ajie1238,Lichtenberk1978
-ru,,3d-p,3rd dual possessive,,,,ajie1238,Lichtenberk1978
ce-re,,3p-a,3rd plural transitive subject,,,,ajie1238,Lichtenberk1978
ce-re,,3p-s,3rd plural intransitive subject,,,,ajie1238,Lichtenberk1978
-re,,3p-o,3rd plural transitive object,,,,ajie1238,Lichtenberk1978
-re,,3p-p,3rd plural possessive,,,,ajie1238,Lichtenberk1978
