word,ipa,parameter,description,alternative,comment,translation,glottocode,source
lau,,1sg_a,1st singular transitive subject,,,,motu1246,"Lawes, William George. 1896.Grammar and Vocabulary of language spoken by Motu Tribe (New Guinea) 3rd edition Sydney:Government Printer"
lau,,1sg_s,1st singular intransitive subject,,,,motu1246,
lau,,1sg_o,1st singular transitive object,,,,motu1246,"Alienable possession is expressed through free pronouns, inalienable possession is expressed through pronominal suffixes. "
lauegu,,1sg_p,1st singular possessive,,,,motu1246,
ita raruoti,,12du_a,1st dual inclusive transitive subject,,,,motu1246,
ita raruoti,,12du_s,1st dual inclusive intransitive subject,,,,motu1246,
ita raruoti,,12du_o,1st dual inclusive transitive object,,,,motu1246,
ita eda,,12du_p,1st dual inclusive possessive,,,,motu1246,
ai raruoti,,1du_a,1st dual exclusive transitive subject,,,,motu1246,
ai raruoti,,1du_s,1st dual exclusive intransitive subject,,,,motu1246,
ai raruoti,,1du_o,1st dual exclusive transitive object,,,,motu1246,
ai emai,,1du_p,1st dual exclusive possessive,,,,motu1246,
ita,,12pl_a,1st plural inclusive transitive subject,,,,motu1246,
ita,,12pl_s,1st plural inclusive intransitive subject,,,,motu1246,
ita,,12pl_o,1st plural inclusive transitive object,,,,motu1246,
ita eda,,12pl_p,1st plural inclusive possessive,,,,motu1246,
ai,,1pl_a,1st plural exclusive transitive subject,,,,motu1246,
ai,,1pl_s,1st plural exclusive intransitive subject,,,,motu1246,
ai,,1pl_o,1st plural exclusive transitive object,,,,motu1246,
 ai emai,,1pl_p,1st plural exclusive possessive,,,,motu1246,
oi,,2sg_a,2nd singular transitive subject,,,,motu1246,
oi,,2sg_s,2nd singular intransitive subject,,,,motu1246,
oi,,2sg_o,2nd singular transitive object,,,,motu1246,
oiemu ,,2sg_p,2nd singular possessive,,,,motu1246,
umui raruoti,,2du_a,2nd dual transitive subject,,,,motu1246,
umui raruoti,,2du_s,2nd dual intransitive subject,,,,motu1246,
umui raruoti,,2du_o,2nd dual transitive object,,,,motu1246,
umui emui,,2du_p,2nd dual possessive,,,,motu1246,
umui,,2pl_a,2nd plural transitive subject,,,,motu1246,
umui,,2pl_s,2nd plural intransitive subject,,,,motu1246,
umui,,2pl_o,2nd plural transitive object,,,,motu1246,
umui emui,,2pl_p,2nd plural possessive,,,,motu1246,
ia,,3sg_m_a,3rd singular gender1 transitive subject,,,,motu1246,
ia,,3sg_m_s,3rd singular gender1 intransitive subject,,,,motu1246,
ia,,3sg_m_o,3rd singular gender1 transitive object,,,,motu1246,
iena,,3sg_m_p,3rd singular gender1 possessive,,,,motu1246,
ia,,3sg_f_a,3rd singular gender2 transitive subject,,,,motu1246,
ia,,3sg_f_s,3rd singular gender2 intransitive subject,,,,motu1246,
ia,,3sg_f_o,3rd singular gender2 transitive object,,,,motu1246,
iena,,3sg_f_p,3rd singular gender2 possessive,,,,motu1246,
idia raruoti,,3d-a,3rd dual transitive subject,,,,motu1246,
idia raruoti,,3d-s,3rd dual intransitive subject,,,,motu1246,
idia raruoti,,3d-o,3rd dual transitive object,,,,motu1246,
idia edia,,3d-p,3rd dual possessive,,,,motu1246,
idia,,3p-a,3rd plural transitive subject,,,,motu1246,
idia,,3p-s,3rd plural intransitive subject,,,,motu1246,
idia,,3p-o,3rd plural transitive object,,,,motu1246,
idia edia,,3p-p,3rd plural possessive,,,,motu1246,
