word,ipa,parameter,description,alternative,comment,translation,glottocode,source
"n̩³, ŋ̩³, ŋɔ³",,1sg_a,1st singular transitive subject,,,,xian1249,Nagakura2006
"n̩³, ŋ̩³, ŋɔ³",,1sg_s,1st singular intransitive subject,,,,xian1249,Nagakura2006
"n̩³ li³1, ŋ̩³ li³1, ŋɔ³ li³1",,1sg_o,1st singular transitive object,,,,xian1249,Nagakura2006
"ŋa⁵, ŋa³da³",,1sg_p,1st singular possessive,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³,,12du_a,1st dual inclusive transitive subject,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³,,12du_s,1st dual inclusive intransitive subject,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³ li³1,,12du_o,1st dual inclusive transitive object,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³da³,,12du_p,1st dual inclusive possessive,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³,,1du_a,1st dual exclusive transitive subject,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³,,1du_s,1st dual exclusive intransitive subject,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³ li³1,,1du_o,1st dual exclusive transitive object,,,,xian1249,Nagakura2006
ŋa⁵ dz͡ɔm³da³,,1du_p,1st dual exclusive possessive,,,,xian1249,Nagakura2006
"jaŋ³, jam³mɔ⁵",,12pl_a,1st plural inclusive transitive subject,,,,xian1249,Nagakura2006
"jaŋ³, jam³mɔ⁵",,12pl_s,1st plural inclusive intransitive subject,,,,xian1249,Nagakura2006
"jaŋ³ li³1, jam³mɔ⁵ li³1",,12pl_o,1st plural inclusive transitive object,,,,xian1249,Nagakura2006
"ja⁵, ja(ŋ)³da³, jam³mɔ⁵ da³",,12pl_p,1st plural inclusive possessive,,,,xian1249,Nagakura2006
ŋam³mɔ⁵,,1pl_a,1st plural exclusive transitive subject,,,,xian1249,Nagakura2006
ŋam³mɔ⁵,,1pl_s,1st plural exclusive intransitive subject,,,,xian1249,Nagakura2006
ŋam³mɔ⁵ li³1,,1pl_o,1st plural exclusive transitive object,,,,xian1249,Nagakura2006
ŋam³mɔ⁵ da³,,1pl_p,1st plural exclusive possessive,,,,xian1249,Nagakura2006
naŋ³,,2sg_a,2nd singular transitive subject,,,,xian1249,Nagakura2006
naŋ³,,2sg_s,2nd singular intransitive subject,,,,xian1249,Nagakura2006
naŋ³ li³1,,2sg_o,2nd singular transitive object,,,,xian1249,Nagakura2006
"na⁵, na(ŋ)³ da³",,2sg_p,2nd singular possessive,,,,xian1249,Nagakura2006
na⁵ dz͡ɔm³,,2du_a,2nd dual transitive subject,,,,xian1249,Nagakura2006
na⁵ dz͡ɔm³,,2du_s,2nd dual intransitive subject,,,,xian1249,Nagakura2006
na⁵ dz͡ɔm³ li³1,,2du_o,2nd dual transitive object,,,,xian1249,Nagakura2006
na⁵ dz͡ɔm³ da³,,2du_p,2nd dual possessive,,,,xian1249,Nagakura2006
nam³mɔ⁵,,2pl_a,2nd plural transitive subject,,,,xian1249,Nagakura2006
nam³mɔ⁵,,2pl_s,2nd plural intransitive subject,,,,xian1249,Nagakura2006
nam³mɔ⁵ li³1,,2pl_o,2nd plural transitive object,,,,xian1249,Nagakura2006
nam³mɔ⁵ da³,,2pl_p,2nd plural possessive,,,,xian1249,Nagakura2006
njaŋ³,,3sg_m_a,3rd singular gender1 transitive subject,,,,xian1249,Nagakura2006
njaŋ³,,3sg_m_s,3rd singular gender1 intransitive subject,,,,xian1249,Nagakura2006
njaŋ³ li³1,,3sg_m_o,3rd singular gender1 transitive object,,,,xian1249,Nagakura2006
"nja⁵, nja(ŋ)³ da³",,3sg_m_p,3rd singular gender1 possessive,,,,xian1249,Nagakura2006
njaŋ³,,3sg_f_a,3rd singular gender2 transitive subject,,,,xian1249,Nagakura2006
njaŋ³,,3sg_f_s,3rd singular gender2 intransitive subject,,,,xian1249,Nagakura2006
njaŋ³ li³1,,3sg_f_o,3rd singular gender2 transitive object,,,,xian1249,Nagakura2006
"nja⁵, nja(ŋ)³ da³",,3sg_f_p,3rd singular gender2 possessive,,,,xian1249,Nagakura2006
nja⁵ dz͡ɔm³,,3d-a,3rd dual transitive subject,,,,xian1249,Nagakura2006
nja⁵ dz͡ɔm³,,3d-s,3rd dual intransitive subject,,,,xian1249,Nagakura2006
nja⁵ dz͡ɔm³ li³1,,3d-o,3rd dual transitive object,,,,xian1249,Nagakura2006
nja⁵ dz͡ɔm³ da³,,3d-p,3rd dual possessive,,,,xian1249,Nagakura2006
njam³mɔ⁵,,3p-a,3rd plural transitive subject,,,,xian1249,Nagakura2006
njam³mɔ⁵,,3p-s,3rd plural intransitive subject,,,,xian1249,Nagakura2006
njam³mɔ⁵li³1,,3p-o,3rd plural transitive object,,,,xian1249,Nagakura2006
njam³mɔ⁵ da³,,3p-p,3rd plural possessive,,,,xian1249,Nagakura2006
