word,ipa,parameter,description,localid,alternative,comment,translation,glottocode,source
,es,1sg_a,1st singular transitive subject,,,"Matasović, Ranko. A grammatical sketch of classical Armenian",,clas1249,
,es,1sg_s,1st singular intransitive subject,,,,,clas1249,
,z-is,1sg_o,1st singular transitive object,,,,,clas1249,
,im,1sg_p,1st singular possessive,,,,,clas1249,
,mekc,12du_a,1st dual inclusive transitive subject,,,,,clas1249,
,mekc,12du_s,1st dual inclusive intransitive subject,,,,,clas1249,
,mez,12du_o,1st dual inclusive transitive object,,,,,clas1249,
,mer,12du_p,1st dual inclusive possessive,,,,,clas1249,
,mekc,1du_a,1st dual exclusive transitive subject,,,,,clas1249,
,mekc,1du_s,1st dual exclusive intransitive subject,,,,,clas1249,
,mez,1du_o,1st dual exclusive transitive object,,,,,clas1249,
,mer,1du_p,1st dual exclusive possessive,,,,,clas1249,
,mekc,12pl_a,1st plural inclusive transitive subject,,,,,clas1249,
,mekc,12pl_s,1st plural inclusive intransitive subject,,,,,clas1249,
,mez,12pl_o,1st plural inclusive transitive object,,,,,clas1249,
,mer,12pl_p,1st plural inclusive possessive,,,,,clas1249,
,mekc,1pl_a,1st plural exclusive transitive subject,,,,,clas1249,
,mekc,1pl_s,1st plural exclusive intransitive subject,,,,,clas1249,
,mez,1pl_o,1st plural exclusive transitive object,,,,,clas1249,
,mer,1pl_p,1st plural exclusive possessive,,,,,clas1249,
,du,2sg_a,2nd singular transitive subject,,,,,clas1249,
,du,2sg_s,2nd singular intransitive subject,,,,,clas1249,
,kcez,2sg_o,2nd singular transitive object,,,,,clas1249,
,kco,2sg_p,2nd singular possessive,,,,,clas1249,
,dukc,2du_a,2nd dual transitive subject,,,,,clas1249,
,dukc,2du_s,2nd dual intransitive subject,,,,,clas1249,
,jez,2du_o,2nd dual transitive object,,,,,clas1249,
,jer,2du_p,2nd dual possessive,,,,,clas1249,
,dukc,2pl_a,2nd plural transitive subject,,,,,clas1249,
,dukc,2pl_s,2nd plural intransitive subject,,,,,clas1249,
,jez,2pl_o,2nd plural transitive object,,,,,clas1249,
,jer,2pl_p,2nd plural possessive,,,,,clas1249,
,na,3sg_m_a,3rd singular gender1 transitive subject,,,,,clas1249,
,na,3sg_m_s,3rd singular gender1 intransitive subject,,,,,clas1249,
,z-na,3sg_m_o,3rd singular gender1 transitive object,,,,,clas1249,
,nora,3sg_m_p,3rd singular gender1 possessive,,,,,clas1249,
,na,3sg_f_a,3rd singular gender2 transitive subject,,,,,clas1249,
,na,3sg_f_s,3rd singular gender2 intransitive subject,,,,,clas1249,
,z-na,3sg_f_o,3rd singular gender2 transitive object,,,,,clas1249,
,nora,3sg_f_p,3rd singular gender2 possessive,,,,,clas1249,
,nokca,3d-a,3rd dual transitive subject,,,,,clas1249,
,nokca,3d-s,3rd dual intransitive subject,,,,,clas1249,
,z-nosa,3d-o,3rd dual transitive object,,,,,clas1249,
,nocca,3d-p,3rd dual possessive,,,,,clas1249,
,nokca,3p-a,3rd plural transitive subject,,,,,clas1249,
,nokca,3p-s,3rd plural intransitive subject,,,,,clas1249,
,z-nosa,3p-o,3rd plural transitive object,,,,,clas1249,
,nocca,3p-p,3rd plural possessive,,,,,clas1249,
,#,3du_f_a,3rd dual gender1 transitive subject,,,,,clas1249,
,#,3du_f_o,3rd dual gender1 intransitive subject,,,,,clas1249,
,#,3du_f_p,3rd dual gender1 transitive object,,,,,clas1249,
,#,3du_f_s,3rd dual gender1 possessive,,,,,clas1249,
,#,3du_m_a,3rd dual gender2 transitive subject,,,,,clas1249,
,#,3du_m_o,3rd dual gender2 intransitive subject,,,,,clas1249,
,#,3du_m_p,3rd dual gender2 transitive object,,,,,clas1249,
,#,3du_m_s,3rd dual gender2 possessive,,,,,clas1249,
,#,3du_n_a,3rd dual gender3 transitive subject,,,,,clas1249,
,#,3du_n_o,3rd dual gender3 intransitive subject,,,,,clas1249,
,#,3du_n_p,3rd dual gender3 transitive object,,,,,clas1249,
,#,3du_n_s,3rd dual gender3 possessive,,,,,clas1249,
,#,3pl_f_a,3rd plural gender1 transitive subject,,,,,clas1249,
,#,3pl_f_o,3rd plural gender1 intransitive subject,,,,,clas1249,
,#,3pl_f_p,3rd plural gender1 transitive object,,,,,clas1249,
,#,3pl_f_s,3rd plural gender1 possessive,,,,,clas1249,
,#,3pl_m_a,3rd plural gender2 transitive subject,,,,,clas1249,
,#,3pl_m_o,3rd plural gender2 intransitive subject,,,,,clas1249,
,#,3pl_m_p,3rd plural gender2 transitive object,,,,,clas1249,
,#,3pl_m_s,3rd plural gender2 possessive,,,,,clas1249,
,#,3pl_n_a,3rd plural gender3 transitive subject,,,,,clas1249,
,#,3pl_n_o,3rd plural gender3 intransitive subject,,,,,clas1249,
,#,3pl_n_p,3rd plural gender3 transitive object,,,,,clas1249,
,#,3pl_n_s,3rd plural gender3 possessive,,,,,clas1249,
,#,3sg_n_a,3rd singular gender3 transitive subject,,,,,clas1249,
,#,3sg_n_o,3rd singular gender3 intransitive subject,,,,,clas1249,
,#,3sg_n_p,3rd singular gender3 transitive object,,,,,clas1249,
,#,3sg_n_s,3rd singular gender3 possessive,,,,,clas1249,
