word,ipa,parameter,description,alternative,comment,translation,glottocode,source
pə,pə,1sg_a,1st singular transitive subject,,,,bona1250,Fried2010
pə,pə,1sg_s,1st singular intransitive subject,,,,bona1250,Fried2010
mənda,mənda,1sg_o,1st singular transitive object,,,,bona1250,Fried2010
mənnə,mənnə,1sg_p,1st singular possessive,,,,bona1250,Fried2010
maŋgəʁala,maŋgəʁala,12du_a,1st dual inclusive transitive subject,,,,bona1250,Fried2010
maŋgəʁala,maŋgəʁala,12du_s,1st dual inclusive intransitive subject,,,,bona1250,Fried2010
maŋgəʁalanə,maŋgəʁalanə,12du_o,1st dual inclusive transitive object,,,,bona1250,Fried2010
maŋgəʁalanə,maŋgəʁalanə,12du_p,1st dual inclusive possessive,,,,bona1250,Fried2010
pətəʁala,pətəʁala,1du_a,1st dual exclusive transitive subject,,,,bona1250,Fried2010
pətəʁala,pətəʁala,1du_s,1st dual exclusive intransitive subject,,,,bona1250,Fried2010
pətəʁalanə,pətəʁalanə,1du_o,1st dual exclusive transitive object,,,,bona1250,Fried2010
pətəʁalanə,pətəʁalanə,1du_p,1st dual exclusive possessive,,,,bona1250,Fried2010
maŋgela,maŋgela,12pl_a,1st plural inclusive transitive subject,,,,bona1250,Fried2010
maŋgela,maŋgela,12pl_s,1st plural inclusive intransitive subject,,,,bona1250,Fried2010
maŋgelanə,maŋgelanə,12pl_o,1st plural inclusive transitive object,,,,bona1250,Fried2010
maŋgelanə,maŋgelanə,12pl_p,1st plural inclusive possessive,,,,bona1250,Fried2010
pətəla,pətəla,1pl_a,1st plural exclusive transitive subject,,,,bona1250,Fried2010
pətəla,pətəla,1pl_s,1st plural exclusive intransitive subject,,,,bona1250,Fried2010
pətəlanə,pətəlanə,1pl_o,1st plural exclusive transitive object,,,,bona1250,Fried2010
pətəlanə,pətəlanə,1pl_p,1st plural exclusive possessive,,,,bona1250,Fried2010
tɕʰə,tɕʰə,2sg_a,2nd singular transitive subject,,,,bona1250,Fried2010
tɕʰə,tɕʰə,2sg_s,2nd singular intransitive subject,,,,bona1250,Fried2010
tɕʰənda,tɕʰənda,2sg_o,2nd singular transitive object,,,,bona1250,Fried2010
tɕʰənnə,tɕʰənnə,2sg_p,2nd singular possessive,,,,bona1250,Fried2010
taʁala,taʁala,2du_a,2nd dual transitive subject,,,,bona1250,Fried2010
taʁala,taʁala,2du_s,2nd dual intransitive subject,,,,bona1250,Fried2010
taʁalanə,taʁalanə,2du_o,2nd dual transitive object,,,,bona1250,Fried2010
taʁalanə,taʁalanə,2du_p,2nd dual possessive,,,,bona1250,Fried2010
tala,tala,2pl_a,2nd plural transitive subject,,,,bona1250,Fried2010
tala,tala,2pl_s,2nd plural intransitive subject,,,,bona1250,Fried2010
talanə,talanə,2pl_o,2nd plural transitive object,,,,bona1250,Fried2010
talanə,talanə,2pl_p,2nd plural possessive,,,,bona1250,Fried2010
atɕaŋ,atɕaŋ,3sg_m_a,3rd singular gender1 transitive subject,,,,bona1250,Fried2010
atɕaŋ,atɕaŋ,3sg_m_s,3rd singular gender1 intransitive subject,,,,bona1250,Fried2010
atɕaŋnə,atɕaŋnə,3sg_m_o,3rd singular gender1 transitive object,,,,bona1250,Fried2010
atɕaŋnə,atɕaŋnə,3sg_m_p,3rd singular gender1 possessive,,,,bona1250,Fried2010
atɕaŋ,atɕaŋ,3sg_f_a,3rd singular gender2 transitive subject,,,,bona1250,Fried2010
atɕaŋ,atɕaŋ,3sg_f_s,3rd singular gender2 intransitive subject,,,,bona1250,Fried2010
atɕaŋnə,atɕaŋnə,3sg_f_o,3rd singular gender2 transitive object,,,,bona1250,Fried2010
atɕaŋnə,atɕaŋnə,3sg_f_p,3rd singular gender2 possessive,,,,bona1250,Fried2010
atɕaŋʁala,atɕaŋʁala,3d-a,3rd dual transitive subject,,,,bona1250,Fried2010
atɕaŋʁala,atɕaŋʁala,3d-s,3rd dual intransitive subject,,,,bona1250,Fried2010
atɕaŋʁalanə,atɕaŋʁalanə,3d-o,3rd dual transitive object,,,,bona1250,Fried2010
atɕaŋʁalanə,atɕaŋʁalanə,3d-p,3rd dual possessive,,,,bona1250,Fried2010
atɕaŋla,atɕaŋla,3p-a,3rd plural transitive subject,,,,bona1250,Fried2010
atɕaŋla,atɕaŋla,3p-s,3rd plural intransitive subject,,,,bona1250,Fried2010
atɕaŋlanə,atɕaŋlanə,3p-o,3rd plural transitive object,,,,bona1250,Fried2010
atɕaŋlanə,atɕaŋlanə,3p-p,3rd plural possessive,,,,bona1250,Fried2010
