word,ipa,parameter,description,alternative,comment,translation,glottocode,source
"bi, bu","bi, bu",1sg_a,1st singular transitive subject,,,,east2337,Nugteren2003
"bi, bu","bi, bu",1sg_s,1st singular intransitive subject,,,,east2337,Nugteren2003
"namiin, damiin","namiin, damiin",1sg_o,1st singular transitive object,,,,east2337,Nugteren2003
mini,mini,1sg_p,1st singular possessive,,,,east2337,Nugteren2003
budas,budas,12du_a,1st dual inclusive transitive subject,,,,east2337,Nugteren2003
budas,budas,12du_s,1st dual inclusive intransitive subject,,,,east2337,Nugteren2003
budasi,budasi,12du_o,1st dual inclusive transitive object,,,,east2337,Nugteren2003
budasi,budasi,12du_p,1st dual inclusive possessive,,,,east2337,Nugteren2003
buda ,buda ,1du_a,1st dual exclusive transitive subject,,,,east2337,Nugteren2003
buda ,buda ,1du_s,1st dual exclusive intransitive subject,,,,east2337,Nugteren2003
budani,budani,1du_o,1st dual exclusive transitive object,,,,east2337,Nugteren2003
budasi,budasi,1du_p,1st dual exclusive possessive,,,,east2337,Nugteren2003
budas,budas,12pl_a,1st plural inclusive transitive subject,,,,east2337,Nugteren2003
budas,budas,12pl_s,1st plural inclusive intransitive subject,,,,east2337,Nugteren2003
budasi,budasi,12pl_o,1st plural inclusive transitive object,,,,east2337,Nugteren2003
budani,budani,12pl_p,1st plural inclusive possessive,,,,east2337,Nugteren2003
buda,buda,1pl_a,1st plural exclusive transitive subject,,,,east2337,Nugteren2003
buda,buda,1pl_s,1st plural exclusive intransitive subject,,,,east2337,Nugteren2003
budani,budani,1pl_o,1st plural exclusive transitive object,,,,east2337,Nugteren2003
budani,budani,1pl_p,1st plural exclusive possessive,,,,east2337,Nugteren2003
ci,ci,2sg_a,2nd singular transitive subject,,,,east2337,Nugteren2003
ci,ci,2sg_s,2nd singular intransitive subject,,,,east2337,Nugteren2003
cimiin,cimiin,2sg_o,2nd singular transitive object,,,,east2337,Nugteren2003
cini,cini,2sg_p,2nd singular possessive,,,,east2337,Nugteren2003
ta,ta,2du_a,2nd dual transitive subject,,,,east2337,Nugteren2003
ta,ta,2du_s,2nd dual intransitive subject,,,,east2337,Nugteren2003
tani,tani,2du_o,2nd dual transitive object,,,,east2337,Nugteren2003
tani,tani,2du_p,2nd dual possessive,,,,east2337,Nugteren2003
ta,ta,2pl_a,2nd plural transitive subject,,,,east2337,Nugteren2003
ta,ta,2pl_s,2nd plural intransitive subject,,,,east2337,Nugteren2003
tani,tani,2pl_o,2nd plural transitive object,,,,east2337,Nugteren2003
tani,tani,2pl_p,2nd plural possessive,,,,east2337,Nugteren2003
ene,ene,3sg_m_a,3rd singular gender1 transitive subject,,ene is proximal,,east2337,Nugteren2003
ene,ene,3sg_m_s,3rd singular gender1 intransitive subject,,,,east2337,Nugteren2003
ene,ene,3sg_m_o,3rd singular gender1 transitive object,,,,east2337,Nugteren2003
"-ini, -ni","-ini, -ni",3sg_m_p,3rd singular gender1 possessive,,,,east2337,Nugteren2003
tere,tere,3sg_f_a,3rd singular gender2 transitive subject,,tere is distal,,east2337,Nugteren2003
tere,tere,3sg_f_s,3rd singular gender2 intransitive subject,,,,east2337,Nugteren2003
tere,tere,3sg_f_o,3rd singular gender2 transitive object,,,,east2337,Nugteren2003
"-ini, -ni","-ini, -ni",3sg_f_p,3rd singular gender2 possessive,,,,east2337,Nugteren2003
enes,enes,3d-a,3rd dual transitive subject,,,,east2337,Nugteren2003
enes,enes,3d-s,3rd dual intransitive subject,,,,east2337,Nugteren2003
enes,enes,3d-o,3rd dual transitive object,,,,east2337,Nugteren2003
"-ini, -ni","-ini, -ni",3d-p,3rd dual possessive,,,,east2337,Nugteren2003
teres,teres,3p-a,3rd plural transitive subject,,,,east2337,Nugteren2003
teres,teres,3p-s,3rd plural intransitive subject,,,,east2337,Nugteren2003
teres,teres,3p-o,3rd plural transitive object,,,,east2337,Nugteren2003
"-ini, -ni","-ini, -ni",3p-p,3rd plural possessive,,,,east2337,Nugteren2003
