word,ipa,parameter,description,alternative,comment,translation,glottocode,source
kau²,,1sg_a,1st singular transitive subject,,,,aito1238,Morey2002
kau²,,1sg_s,1st singular intransitive subject,,,,aito1238,Morey2002
kau²,,1sg_o,1st singular transitive object,,,,aito1238,Morey2002
kau²,,1sg_p,1st singular possessive,,,,aito1238,Morey2002
hau²,,12du_a,1st dual inclusive transitive subject,,,,aito1238,Morey2002
hau²,,12du_s,1st dual inclusive intransitive subject,,,,aito1238,Morey2002
hau²,,12du_o,1st dual inclusive transitive object,,,,aito1238,Morey2002
hau²,,12du_p,1st dual inclusive possessive,,,,aito1238,Morey2002
hau²,,1du_a,1st dual exclusive transitive subject,,,,aito1238,Morey2002
hau²,,1du_s,1st dual exclusive intransitive subject,,,,aito1238,Morey2002
hau²,,1du_o,1st dual exclusive transitive object,,,,aito1238,Morey2002
hau²,,1du_p,1st dual exclusive possessive,,,,aito1238,Morey2002
hau²,,12pl_a,1st plural inclusive transitive subject,,,,aito1238,Morey2002
hau²,,12pl_s,1st plural inclusive intransitive subject,,,,aito1238,Morey2002
hau²,,12pl_o,1st plural inclusive transitive object,,,,aito1238,Morey2002
hau²,,12pl_p,1st plural inclusive possessive,,,,aito1238,Morey2002
hau²,,1pl_a,1st plural exclusive transitive subject,,,,aito1238,Morey2002
hau²,,1pl_s,1st plural exclusive intransitive subject,,,,aito1238,Morey2002
hau²,,1pl_o,1st plural exclusive transitive object,,,,aito1238,Morey2002
hau²,,1pl_p,1st plural exclusive possessive,,,,aito1238,Morey2002
maɯ²,,2sg_a,2nd singular transitive subject,,,,aito1238,Morey2002
maɯ²,,2sg_s,2nd singular intransitive subject,,,,aito1238,Morey2002
maɯ²,,2sg_o,2nd singular transitive object,,,,aito1238,Morey2002
maɯ²,,2sg_p,2nd singular possessive,,,,aito1238,Morey2002
suu¹,,2du_a,2nd dual transitive subject,,,,aito1238,Morey2002
suu¹,,2du_s,2nd dual intransitive subject,,,,aito1238,Morey2002
suu¹,,2du_o,2nd dual transitive object,,,,aito1238,Morey2002
suu¹,,2du_p,2nd dual possessive,,,,aito1238,Morey2002
suu¹,,2pl_a,2nd plural transitive subject,,,,aito1238,Morey2002
suu¹,,2pl_s,2nd plural intransitive subject,,,,aito1238,Morey2002
suu¹,,2pl_o,2nd plural transitive object,,,,aito1238,Morey2002
suu¹,,2pl_p,2nd plural possessive,,,,aito1238,Morey2002
man²,,3sg_m_a,3rd singular gender1 transitive subject,,,,aito1238,Morey2002
man²,,3sg_m_s,3rd singular gender1 intransitive subject,,,,aito1238,Morey2002
man²,,3sg_m_o,3rd singular gender1 transitive object,,,,aito1238,Morey2002
man²,,3sg_m_p,3rd singular gender1 possessive,,,,aito1238,Morey2002
man²,,3sg_f_a,3rd singular gender2 transitive subject,,,,aito1238,Morey2002
man²,,3sg_f_s,3rd singular gender2 intransitive subject,,,,aito1238,Morey2002
man²,,3sg_f_o,3rd singular gender2 transitive object,,,,aito1238,Morey2002
man²,,3sg_f_p,3rd singular gender2 possessive,,,,aito1238,Morey2002
khau¹,,3d-a,3rd dual transitive subject,,,,aito1238,Morey2002
khau¹,,3d-s,3rd dual intransitive subject,,,,aito1238,Morey2002
khau¹,,3d-o,3rd dual transitive object,,,,aito1238,Morey2002
khau¹,,3d-p,3rd dual possessive,,,,aito1238,Morey2002
khau¹,,3p-a,3rd plural transitive subject,,,,aito1238,Morey2002
khau¹,,3p-s,3rd plural intransitive subject,,,,aito1238,Morey2002
khau¹,,3p-o,3rd plural transitive object,,,,aito1238,Morey2002
khau¹,,3p-p,3rd plural possessive,,,,aito1238,Morey2002
